Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate,Observed_RR_percent_error,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
CM_006-1,-119.8217832,38.9745676,17.8,7.5,7.75,,-3657.26,-119.8217832,38.9745676,-2441.1588044503,303.1080025980156,1362.22673881049,5.458790148324292,0.3152624706401323,0.3903908490824011,0.1230755835970167,3.5631558360699276,3.3875960324500185,-3657.26,-2441.1588044503,33.25170197223331,0.0,0.0,339.2802124509962,65.780776837799,325.0000558725651,0.0,0.0592954137273623,0.0,0.0231483869117172
CM_006-2,-119.8217832,38.9745676,17.8,7.5,7.75,,-2199.18,-119.8217832,38.9745676,-2441.1588044503,303.1080025980156,1362.22673881049,5.458790148324292,0.3152624706401323,0.3903908490824011,0.1230755835970167,3.3422607772495927,3.3875960324500185,-2199.18,-2441.1588044503,11.003137735442312,0.0,0.0,339.2802124509962,65.780776837799,325.0000558725651,0.0,0.0592954137273623,0.0,0.0231483869117172
CM_006-3,-119.8217832,38.9745676,17.8,7.5,7.75,,-2196.81,-119.8217832,38.9745676,-2441.1588044503,303.1080025980156,1362.22673881049,5.458790148324292,0.3152624706401323,0.3903908490824011,0.1230755835970167,3.3417924968295583,3.3875960324500185,-2196.81,-2441.1588044503,11.122892032096546,0.0,0.0,339.2802124509962,65.780776837799,325.0000558725651,0.0,0.0592954137273623,0.0,0.0231483869117172
CM_007-1,-121.580361,39.007299,13.15,6.5,10.71,,-2.13,-121.580361,39.007299,-49.65346460304964,214.2024928144752,1344.8155881689838,4.889942316710826,0.2246245648281573,0.3497091262192435,0.0785532602934327,0.3283796034387377,1.695949557070896,-2.13,-49.65346460304964,2231.1485729131286,0.0,0.0,58.826406469110616,47.91750897177463,323.82364967612807,0.0,0.0531956832589089,0.0,0.0186030159111086
CM_007-2,-121.580361,39.007299,13.15,6.5,10.71,,-1.78,-121.580361,39.007299,-49.65346460304964,214.2024928144752,1344.8155881689838,4.889942316710826,0.2246245648281573,0.3497091262192435,0.0785532602934327,0.250420002308894,1.695949557070896,-1.78,-49.65346460304964,2689.5204833173957,0.0,0.0,58.826406469110616,47.91750897177463,323.82364967612807,0.0,0.0531956832589089,0.0,0.0186030159111086
CM_007-3,-121.580361,39.007299,13.15,6.5,10.71,,-6.94,-121.580361,39.007299,-49.65346460304964,214.2024928144752,1344.8155881689838,4.889942316710826,0.2246245648281573,0.3497091262192435,0.0785532602934327,0.8413594704548549,1.695949557070896,-6.94,-49.65346460304964,615.4677896693032,0.0,0.0,58.826406469110616,47.91750897177463,323.82364967612807,0.0,0.0531956832589089,0.0,0.0186030159111086
CM_008-1,-117.611779,33.94849,29.98,9.5,19.48,,-2719.07,-117.611779,33.94849,-3300.612152794456,406.1126477806423,1389.302138108323,4.289173553362231,0.4212846703296907,0.3067445459270632,0.1292267749063134,3.434420388250395,3.518594494400808,-2719.07,-3300.612152794456,21.387538856831778,0.0,0.0,260.8057906316197,74.60823256759802,324.4348267042099,0.0,0.0611634302654399,0.0,0.0187615486441139
CM_008-2,-117.611779,33.94849,29.98,9.5,19.48,,-3664.98,-117.611779,33.94849,-3300.612152794456,406.1126477806423,1389.302138108323,4.289173553362231,0.4212846703296907,0.3067445459270632,0.1292267749063134,3.564071609014435,3.518594494400808,-3664.98,-3300.612152794456,9.941878187753929,0.0,0.0,260.8057906316197,74.60823256759802,324.4348267042099,0.0,0.0611634302654399,0.0,0.0187615486441139
CM_008-3,-117.611779,33.94849,29.98,9.5,19.48,,-2756.74,-117.611779,33.94849,-3300.612152794456,406.1126477806423,1389.302138108323,4.289173553362231,0.4212846703296907,0.3067445459270632,0.1292267749063134,3.440395807857696,3.518594494400808,-2756.74,-3300.612152794456,19.72881565887448,0.0,0.0,260.8057906316197,74.60823256759802,324.4348267042099,0.0,0.0611634302654399,0.0,0.0187615486441139
CM_009-1,-121.10824,37.7323106,16.62,6.25,9.51,,-16.93,-121.10824,37.7323106,-76.80334472299593,212.68139496344696,1344.573498630719,5.213275913041928,0.2229407639483386,0.3728326524546885,0.0831195963631336,1.2286569581089353,1.8853801336136802,-16.93,-76.80334472299593,353.652361033644,0.0,0.0,72.99891390233296,47.92930967845362,323.828382588137,0.0,0.0527962859567767,0.0,0.0196841793330212
