Sample_ID,Sample_Longitude_obs,Sample_Latitude_obs,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error,predict.error,pca.dist,mean.error.scaled,pca.dist.scaled,combined.metric,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate,Observed_Normalized_Respiration_Rate,Predicted_Normalized_Respiration_Rate,Observed_RR_percent_error,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
CM_006-1,-119.8217832,38.9745676,17.8,7.5,7.75,,-3657.26,-119.8217832,38.9745676,-2350.459626317887,269.6271269650166,909.8933526766492,5.111690953169253,0.3428518257776387,0.3764814889238307,0.1290773658490192,3.5631558360699276,3.3711527957421206,-3657.26,-2350.459626317887,35.73167818755334,0.0,0.0,768.90603952888,164.20445773037588,211.9245383454993,0.0,0.1658035916251043,0.0,0.0624219830439381
CM_006-2,-119.8217832,38.9745676,17.8,7.5,7.75,,-2199.18,-119.8217832,38.9745676,-2350.459626317887,269.6271269650166,909.8933526766492,5.111690953169253,0.3428518257776387,0.3764814889238307,0.1290773658490192,3.3422607772495927,3.3711527957421206,-2199.18,-2350.459626317887,6.878910608403453,0.0,0.0,768.90603952888,164.20445773037588,211.9245383454993,0.0,0.1658035916251043,0.0,0.0624219830439381
CM_006-3,-119.8217832,38.9745676,17.8,7.5,7.75,,-2196.81,-119.8217832,38.9745676,-2350.459626317887,269.6271269650166,909.8933526766492,5.111690953169253,0.3428518257776387,0.3764814889238307,0.1290773658490192,3.3417924968295583,3.3711527957421206,-2196.81,-2350.459626317887,6.994215536067613,0.0,0.0,768.90603952888,164.20445773037588,211.9245383454993,0.0,0.1658035916251043,0.0,0.0624219830439381
CM_007-1,-121.580361,39.007299,13.15,6.5,10.71,,-2.13,-121.580361,39.007299,-50.81120968890353,108.24392957689724,869.0701036066109,4.374749280309165,0.1490763277700519,0.3222049489705754,0.0480331305818703,0.3283796034387377,1.705959534508048,-2.13,-50.81120968890353,2285.5028022959405,0.0,0.0,25.65757232007472,23.617944479664835,177.31663750186473,0.0,0.067355301157687,0.0,0.0217022113724102
CM_007-2,-121.580361,39.007299,13.15,6.5,10.71,,-1.78,-121.580361,39.007299,-50.81120968890353,108.24392957689724,869.0701036066109,4.374749280309165,0.1490763277700519,0.3222049489705754,0.0480331305818703,0.250420002308894,1.705959534508048,-1.78,-50.81120968890353,2754.562342073232,0.0,0.0,25.65757232007472,23.617944479664835,177.31663750186473,0.0,0.067355301157687,0.0,0.0217022113724102
CM_007-3,-121.580361,39.007299,13.15,6.5,10.71,,-6.94,-121.580361,39.007299,-50.81120968890353,108.24392957689724,869.0701036066109,4.374749280309165,0.1490763277700519,0.3222049489705754,0.0480331305818703,0.8413594704548549,1.705959534508048,-6.94,-50.81120968890353,632.149995517342,0.0,0.0,25.65757232007472,23.617944479664835,177.31663750186473,0.0,0.067355301157687,0.0,0.0217022113724102
CM_008-1,-117.611779,33.94849,29.98,9.5,19.48,,-2719.07,-117.611779,33.94849,-3491.9999035741284,376.11106682111273,943.58059850499,3.868419843629738,0.4893752477683775,0.2849132460970188,0.1394294904012212,3.434420388250395,3.5430742230412,-2719.07,-3491.9999035741284,28.426259845245923,0.0,0.0,598.0919884289742,131.14747093270535,205.361532132558,0.0,0.1759053178749315,0.0,0.0501177551214747
CM_008-2,-117.611779,33.94849,29.98,9.5,19.48,,-3664.98,-117.611779,33.94849,-3491.9999035741284,376.11106682111273,943.58059850499,3.868419843629738,0.4893752477683775,0.2849132460970188,0.1394294904012212,3.564071609014435,3.5430742230412,-3664.98,-3491.9999035741284,4.719810106081659,0.0,0.0,598.0919884289742,131.14747093270535,205.361532132558,0.0,0.1759053178749315,0.0,0.0501177551214747
CM_008-3,-117.611779,33.94849,29.98,9.5,19.48,,-2756.74,-117.611779,33.94849,-3491.9999035741284,376.11106682111273,943.58059850499,3.868419843629738,0.4893752477683775,0.2849132460970188,0.1394294904012212,3.440395807857696,3.5430742230412,-2756.74,-3491.9999035741284,26.67135470062932,0.0,0.0,598.0919884289742,131.14747093270535,205.361532132558,0.0,0.1759053178749315,0.0,0.0501177551214747
CM_009-1,-121.10824,37.7323106,16.62,6.25,9.51,,-16.93,-121.10824,37.7323106,-68.85660278797245,107.34112103896317,868.9573837111168,4.720377111920548,0.1480370431041461,0.3476608072864802,0.0514666779138908,1.2286569581089353,1.8379455918970768,-16.93,-68.85660278797245,306.7135427523476,0.0,0.0,31.0525831848837,23.072052877761134,177.24875891793982,0.0,0.0670887569269183,0.0,0.0233241313930588
